id,category,price,brand,itemname,size,unit
1403,chocolate,0.6,maltesers,maltesers® fairtrade chocolate bag price marked pack 37g,37.0,g
1404,chocolate,1.0,m&m's,m&m's® salted caramel treat bag 80g,80.0,g
1405,chocolate,1.0,twix,twix® snacksize 8 x 20g (160g),4.0,pk
1406,chocolate,0.25,milky way,milky way® 21.5g,21.5,g
1407,chocolate,0.49,starburst,starburst fruit chews original 45g,45.0,g
1408,chocolate,0.65,mars,mars chocolate bar 51g,51.0,g
1409,chocolate,0.65,twix,twix salted caramel chocolate biscuit twin bars 46g,46.0,g
1410,chocolate,0.69,topic,topic® 47g,47.0,g
1411,chocolate,0.65,twix,twix chocolate biscuits twin bars 50g,50.0,g
1412,chocolate,0.7,m&m's,m&m's chocolate 45g,45.0,g
1413,chocolate,1.49,maltesers,maltesers mini bunny small chocolate easter egg 80g,80.0,g
1414,chocolate,0.8,twix,twix xtra salted caramel chocolate biscuit twin bars 75g,75.0,g
1415,chocolate,0.66,maltesers,maltesers buttons mint chocolate bag 32g,32.0,g
1416,chocolate,0.61,snickers,snickers crisp chocolate bar 2 x 20g,40.0,g
1417,chocolate,0.7,galaxy,galaxy cookie crumble chocolate bar 40g,40.0,g
1418,chocolate,0.5,fruit chews,starburst original fruit chews 45g,45.0,g
1419,chocolate,1.29,m&m's,m&m's peanut chocolate extra free treat bag 100g,80.0,g
1420,chocolate,1.0,skittles,skittles dips sweets treat bag 95g,95.0,g
1421,chocolate,1.29,m&m's,m&m's crispy chocolate extra free treat bag 97g,77.0,g
1422,chocolate,0.78,snickers,snickers® crisp 3 x 20g (60g),60.0,g
1423,chocolate,0.49,starburst,starburst fruit chews favereds 45g,45.0,g
1424,chocolate,0.5,starburst,starburst chewing gum sugar free red berry 5 sticks,5.0,pk
1425,chocolate,0.5,starburst,starburst fave reds fruit chews 45g,45.0,g
1426,chocolate,1.5,milky way,milky way crispy rolls chocolate bar 25g,5.0,pk
1427,chocolate,1.49,snickers,snickers® chocolate protein bar 47g,47.0,g
1428,chocolate,1.5,milky way,milky way crispy rolls chocolate bar 25g,5.0,pk
1429,chocolate,1.49,mars,mars® protein 50g,47.0,g
1430,chocolate,0.15,skittles,skittles fruits 18g,18.0,g
1431,chocolate,0.66,m&m's,m&m's® salted caramel 36g,36.0,g
1432,chocolate,0.49,starburst,starburst very berry fruit chews price marked pack 45g,45.0,g
1433,chocolate,1.29,galaxy,galaxy enchanted eggs chocolate bag 80g,80.0,g
1434,chocolate,5.49,maltesers,maltesers truffles chocolate medium gift box 200g,200.0,g
1435,chocolate,1.49,maltesers,maltesers mini bunny small chocolate easter egg 80g,80.0,g
1436,chocolate,0.49,starburst,starburst very berry fruit chews 45g,45.0,g
1437,chocolate,2.19,starburst,starburst fruity mixies chewing gum sugar free bottle 100 pieces,87.0,g
1438,chocolate,2.49,m&m's,m&m's crispy chocolate block 150g,150.0,g
1439,chocolate,0.66,maltesers,maltesers buttons chocolate bag 32g,32.0,g
1440,chocolate,0.6,twix,twix® chocolate biscuit price marked twin bars 50g,50.0,g
1441,chocolate,2.49,m&m's,m&m's chocolate block 165g,150.0,g
1442,chocolate,1.99,maltesers,maltesers truffles chocolate small gift box 54g,54.0,g
1443,chocolate,0.49,skittles,skittles dips sweets bag 35g,35.0,g
1444,chocolate,2.49,m&m's,m&m's peanut block 165g,165.0,g
1445,chocolate,5.49,maltesers,maltesers truffles chocolate medium gift box 200g,200.0,g
1446,chocolate,2.49,m&m's,m&m's hazelnut chocolate block 165g,165.0,g
1447,chocolate,1.49,skittles,skittles crazy sours sweets pouch 196g,196.0,g
1448,chocolate,0.65,twix,twix chocolate biscuits twin bars 50g,50.0,g
1449,chocolate,0.65,bounty,bounty coconut dark chocolate twin bar 57g,57.0,g
1450,chocolate,0.89,bounty,bounty coconut milk chocolate trio bar 85g,85.0,g
1451,chocolate,0.89,bounty,bounty coconut milk chocolate trio bar 85g,85.0,g
1452,chocolate,0.5,starburst,starburst chewing gum sugar free red berry 5 sticks,5.0,pk
1453,chocolate,2.19,starburst,starburst fruity mixies chewing gum sugar free bottle 100 pieces,87.0,g
1454,chocolate,0.5,milky way,milky way crispy rolls chocolate bar 25g,25.0,g
1455,chocolate,0.5,milky way,milky way crispy rolls chocolate bar 25g,25.0,g
1456,chocolate,0.7,m&m's,m&m's crispy chocolate bag 36g,36.0,g
1457,chocolate,4.89,celebrations,celebrations chocolate gift carton 380g,380.0,g
1458,chocolate,4.89,celebrations,celebrations chocolate gift carton 380g,380.0,g
1459,chocolate,3.49,celebrations,celebrations chocolate gift carton 240g,240.0,g
1460,chocolate,3.49,celebrations,celebrations chocolate gift carton 240g,240.0,g
1461,chocolate,0.8,twix,twix xtra chocolate biscuit twin bars 75g,75.0,g
1462,chocolate,0.7,galaxy,galaxy smooth caramel chocolate bar 48g,48.0,g
1463,chocolate,0.89,galaxy,galaxy smooth milk chocolate kingsize 75g,75.0,g
1464,chocolate,0.89,maltesers,maltesers fairtrade chocolate big bag 58.5g,58.5,g
1465,chocolate,0.7,milky way,milky way magic stars chocolate bag 33g,33.0,g
1466,chocolate,1.0,aero,aero peppermint mint chocolate sharing bar 100g £1,100.0,g
1467,chocolate,1.0,aero,aero milk chocolate sharing bar 100g £1,100.0,g
1468,chocolate,1.0,milkybar,milkybar white chocolate sharing bag 85g,85.0,g
1469,chocolate,1.0,rowntree's,rowntree's fruit pastilles sweets sharing bag 120g £1,120.0,g
1470,chocolate,1.0,aero,aero caramel chocolate sharing bar 100g,100.0,g
1471,chocolate,1.0,aero,aero orange chocolate sharing bar 100g £1,100.0,g
1472,chocolate,0.65,kitkat,kitkat 4 finger milk chocolate bar 41.5g 2 for £1,41.5,g
1473,chocolate,0.65,aero,aero peppermint mint chocolate bar 36g 2 for £1,36.0,g
1474,chocolate,1.0,nestlé,smarties milk chocolate sweets sharing block 100g,100.0,g
1475,chocolate,0.65,kitkat,kit kat chunky milk chocolate bar 40g 2 for £1,40.0,g
1476,chocolate,0.55,milkybar,milkybar white chocolate 2for£1 medium bar 25g,25.0,g
1477,chocolate,1.0,rowntree's,rowntree's randoms sweets sharing bag 120g £1,120.0,g
1478,chocolate,1.0,crunch,crunch milk chocolate sharing bar 100g,100.0,g
1479,chocolate,1.0,rowntree's,rowntree's fruit gums sweets sharing bag 120g £1,120.0,g
1480,chocolate,1.0,rowntree's,rowntree's pick & mix sweets sharing bag 120g £1,120.0,g
1481,chocolate,0.65,aero,aero milk chocolate bar 36g 2 for £1,36.0,g
1482,chocolate,0.65,yorkie,yorkie milk chocolate bar 46g,46.0,g
1483,chocolate,1.0,aero,aero bubbles peppermint mint chocolate bag 80g,80.0,g
1484,chocolate,1.0,rolo,rolo chocolate multipack 41.6g 4 pack £1,4.0,pk
1485,chocolate,0.55,polo,polo original mint tube 34g 2 for £1,34.0,g
1486,chocolate,0.5,rowntree's,rowntree's fruit pastilles sweets tube 52.5g 2 for £1,52.5,g
1487,chocolate,0.65,kitkat,kitkat chunky peanut butter chocolate bar 42g 2 for £1,42.0,g
1488,chocolate,0.55,smarties,smarties milk chocolate sweets tube 38g,38.0,g
1489,chocolate,0.25,milkybar,milkybar white chocolate kid bar 12g 25p,12.0,g
1490,chocolate,0.65,kitkat,kitkat 4 finger milk chocolate bar 41.5g,41.5,g
1491,chocolate,1.0,smarties,smarties milk chocolate sweets sharing bag 87g,87.0,g
1492,chocolate,0.65,toffee crisp,toffee crisp milk chocolate bar 38g 2 for £1,38.0,g
1493,chocolate,1.0,smarties,smarties milk chocolate buttons £1 sharing bag 78g,78.0,g
1494,chocolate,0.65,yorkie,yorkie milk chocolate bar with raisin and biscuit 44g,44.0,g
1495,chocolate,1.0,milkybar,milkybar mix ups white and milk chocolate sharing bag 78g,78.0,g
1496,chocolate,0.5,polo,polo original mint tube 34g,34.0,g
1497,chocolate,0.65,kitkat,kitkat chunky salted caramel fudge chocolate bar 42g,42.0,g
1498,chocolate,0.53,polo,polo spearmint mint tube 34g,34.0,g
1499,chocolate,0.55,rowntree's,rowntree's fruit pastilles sweets tube 52.5g,52.5,g
1500,chocolate,1.0,lion,lion milk chocolate bar multipack 30g 4 pack,4.0,pk
1501,chocolate,0.83,kitkat,kitkat chunky duo milk chocolate bar 64g,64.0,g
1502,chocolate,1.0,kitkat,kitkat 4 finger milk chocolate bar 41.5g 3 pack £1,3.0,pk
1503,chocolate,0.65,kitkat,kitkat chunky peanut butter chocolate bar 42g 2 for £1,42.0,g
1504,chocolate,0.65,lion,lion milk chocolate bar 50g,50.0,g
1505,chocolate,0.55,polo,polo sugar free mint tube 33.4g 2 for £1,33.4,g
1506,chocolate,0.83,lion,lion milk chocolate duo bar 60g,60.0,g
1507,chocolate,0.65,aero,aero peppermint mint chocolate bar 36g,36.0,g
1508,chocolate,2.99,quality street,"quality street christmas chocolate, toffee and cremes box 240g",240.0,g
1509,chocolate,0.83,lion,lion white chocolate duo bar 60g,60.0,g
1510,chocolate,0.65,smarties,smarties milk chocolate buttons single 32.5g,33.0,g
1511,chocolate,0.25,milkybar,milkybar white chocolate buttons bag 12g 25p,12.0,g
1512,chocolate,0.65,yorkie,yorkie milk chocolate bar 46g,46.0,g
1513,chocolate,0.65,kitkat,kitkat chunky milk chocolate bar 40g,40.0,g
1514,chocolate,0.25,animal bar,animal bar milk chocolate bar 19g 25p,19.0,g
1515,chocolate,0.55,milkybar,milkybar white chocolate medium bar 25g,25.0,g
1516,chocolate,3.99,after eight,after eight delightfully minty dark chocolate thins 300g,300.0,g
1517,chocolate,0.5,polo,polo sugar free mint tube 33.4g,33.4,g
1518,chocolate,1.0,smarties,smarties mini eggs 80g,80.0,g
1519,chocolate,0.53,polo,polo spearmint mint tube 34g,34.0,g
1520,chocolate,1.69,aero,aero peppermint mint chocolate multipack 27g 4 pack,4.0,pk
1521,chocolate,1.0,smarties,smarties milk chocolate sweets tube multipack 38g 3 pack,3.0,pk
1522,chocolate,0.83,yorkie,yorkie milk chocolate duo bar with raisin and biscuit 66g,66.0,g
1523,chocolate,0.51,rowntree's,rowntree's randoms sweets bag 50g,50.0,g
1524,chocolate,0.65,aero,aero milk chocolate bar 36g,36.0,g
1525,chocolate,0.55,mentos,mentos choco and mint roll 38g,38.0,g
1526,chocolate,0.25,rowntree's,rowntree's randoms mini sweets bag 20g,20.0,g
1527,chocolate,0.65,toffee crisp,toffee crisp milk chocolate bar 38g,38.0,g
1528,chocolate,6.49,dairy box,dairy box milk chocolate box 360g,360.0,g
1529,chocolate,0.55,mentos,mentos choco and caramel roll 38g,38.0,g
1530,chocolate,0.25,smarties,smarties mini milk chocolate sweets bag 15g,15.0,g
1531,chocolate,1.73,milkybar,milkybar white chocolate egg 65g,65.0,g
1532,chocolate,1.29,kitkat,kitkat chunky more chocolate bar 42g,42.0,g
1533,chocolate,0.65,milkybar,milkybar mix ups white and milk chocolate bag 32.5g,32.5,g
1534,chocolate,1.0,aero,aero milk chocolate mini eggs 70g,70.0,g
1535,chocolate,1.0,rowntrees,rowntree's fruit pastilles sweets multipack 52.5g 3 pack £1,52.5,g
1536,chocolate,1.49,polo,polo original mint pot 66g,66.0,g
1537,chocolate,0.85,kitkat,kitkat senses hazelnut chocolate bar 30g,30.0,g
1538,chocolate,0.85,kitkat,kitkat senses salted caramel chocolate bar 30g,30.0,g
1539,chocolate,2.99,quality street,"quality street christmas chocolate, toffee and cremes box 240g",240.0,g
1540,chocolate,1.49,polo,polo sugar free mint pot 65g,65.0,g
1541,chocolate,1.29,yorkie,"yorkie more milk chocolate bar with oats, apple and cinnamon 42g",42.0,g
1542,chocolate,2.24,quality street,quality street matchmakers salted caramel 120g,120.0,g
1543,chocolate,6.49,dairy box,dairy box milk chocolate box 360g,360.0,g
1544,chocolate,0.65,milkybar,milkybar farmyard impulse friends 19.5g,20.0,g
1545,chocolate,1.73,milkybar,milkybar white chocolate egg 65g,65.0,g
1546,chocolate,3.99,after eight,after eight delightfully minty dark chocolate thins 300g,300.0,g
1547,chocolate,0.55,mentos,mentos choco and caramel roll 38g,38.0,g
1548,chocolate,0.55,mentos,mentos choco and mint roll 38g,38.0,g
1549,chocolate,0.55,smarties,smarties milk chocolate sweets tube 38g,38.0,g
1550,chocolate,0.51,rowntrees,rowntree's jelly tots sweets bag 42g,42.0,g
1551,chocolate,0.5,polo,polo fruits sweets tube 37g,37.0,g
1552,chocolate,0.41,kitkat,kit kat 2 finger chocolate biscuit bar 20.7g,20.7,g
1553,chocolate,0.85,munchies,munchies milk chocolate tube 52g,44.0,g
1554,chocolate,0.57,caramac,caramac bar 30g,30.0,g
1555,chocolate,0.55,milkybar,milkybar white chocolate buttons bag 30g,30.0,g
1556,chocolate,2.24,quality street,quality street matchmakers salted caramel 120g,120.0,g
1557,chocolate,3.49,black magic,black magic dark chocolate box 174g,174.0,g
1558,chocolate,3.49,black magic,black magic dark chocolate box 174g,174.0,g
1559,chocolate,6.49,black magic,black magic dark chocolate box 348g,348.0,g
1560,chocolate,6.49,black magic,black magic dark chocolate box 348g,348.0,g
1561,chocolate,0.65,kitkat,kitkat 4 finger 70% dark chocolate bar 41.5g,41.5,g
1562,chocolate,0.85,after eight,after eight bitesize 60g,60.0,g
1563,chocolate,0.65,rolo,rolo chocolate tube 52g,52.0,g
1564,chocolate,1.0,milkybar,milkybar white chocolate sharing block 100g,100.0,g
1565,chocolate,0.85,aero,aero® bliss milk chocolate box 25g,25.0,g
1566,chocolate,0.83,yorkie,yorkie milk chocolate duo bar 72g,72.0,g
1567,large bottled drinks,1.89,pepsi max,pepsi max 2 litres,2.0,ltr
1568,large bottled drinks,1.99,coca-cola,coca-cola zero sugar 1.75l pm £1.99 or 2 for £3,1.75,ltr
1569,large bottled drinks,1.49,schweppes,schweppes lemonade 2l pmp £1.49,2.0,ltr
1570,large bottled drinks,2.39,pepsi,pepsi 2 litres,2.0,ltr
1571,large bottled drinks,1.0,barr,"barr lemonade 2l bottle, pmp £1",2.0,ltr
1572,large bottled drinks,1.49,schweppes,schweppes slimline lemonade 2l pmp £1.49,2.0,ltr
1573,large bottled drinks,1.0,barr,"barr cola 2l bottle, pmp £1",2.0,ltr
1574,large bottled drinks,1.29,irn-bru,"irn-bru 2 litre bottle, pmp £1.29",2.0,ltr
1575,large bottled drinks,1.89,pepsi,pepsi diet 2 litres,2.0,ltr
1576,large bottled drinks,1.0,barr,"barr cherryade 2l bottle, pmp £1",2.0,ltr
1577,large bottled drinks,1.89,pepsi,pepsi max cherry 2 litres,2.0,ltr
1578,large bottled drinks,1.0,barr,"barr bubblegum 2l bottle, pmp £1",2.0,ltr
1579,large bottled drinks,1.0,barr,"tizer 2l bottle, pmp £1",2.0,ltr
1580,large bottled drinks,1.0,barr,"barr american cream soda 2 l bottle, pmp £1",2.0,ltr
1581,large bottled drinks,1.0,barr,"dnb 2l bottle, pmp £1",2.0,ltr
1582,large bottled drinks,1.0,barr,"barr raspberryade 2l bottle, pmp £1",2.0,ltr
1583,large bottled drinks,0.69,best-one,best-one lemonade 2l,2.0,ltr
1584,large bottled drinks,1.0,irn-bru,"irn-bru xtra 2 litre bottle, pmp £1",2.0,ltr
1585,large bottled drinks,1.0,barr,"barr limeade 2l bottle, pmp £1",2.0,ltr
1586,large bottled drinks,2.09,7up,7up regular 2 litres,2.0,ltr
1587,large bottled drinks,0.39,best-one,best-one sugar free lemonade 2l,2.0,ltr
1588,large bottled drinks,0.69,best-one,best-one diet lemonade 2l,2.0,ltr
1589,large bottled drinks,1.0,barr,"barr shandy 2l bottle, pmp £1",2.0,ltr
1590,large bottled drinks,0.69,best-one,best-one cola 2l,2.0,ltr
1591,large bottled drinks,1.89,7up,7up free 2 litres,2.0,ltr
1592,large bottled drinks,1.0,irn-bru,"irn-bru sugar free 2l bottle, pmp £1",2.0,ltr
1593,large bottled drinks,1.0,sunkist,sunkist orange 2 litre,2.0,ltr
1594,large bottled drinks,1.0,vimto,"vimto fizzy remix watermelon, strawberry & peach 2 litre",2.0,ltr
1595,large bottled drinks,1.0,vimto,"vimto fizzy remix raspberry, orange & passionfruit 2 litre",2.0,ltr
1596,large bottled drinks,1.89,tango,tango orange 2l,2.0,ltr
1597,large bottled drinks,2.79,coca-cola,coca-cola 2.25l,2.25,ltr
1598,large bottled drinks,0.69,best-one,best-one cream soda 2l,2.0,ltr
1599,large bottled drinks,1.79,rubicon,"rubicon sparkling mango juice drink 2l, pmp £1.79",2.0,ltr
1600,large bottled drinks,0.69,best-one,best-one dandelion & burdock 2l,2.0,ltr
1601,large bottled drinks,1.79,ka,"ka sparkling pineapple 2l bottle, pmp £1.79",2.0,ltr
1602,large bottled drinks,1.79,ka,"ka sparkling black grape 2l bottle, pmp £1.79",2.0,ltr
1603,large bottled drinks,1.79,ka,"ka sparkling fruit punch 2l bottle, pmp £1.79",2.0,ltr
1604,large bottled drinks,0.99,best-one,best-one fruit punch flavour sparkling drink 2 litre,2.0,ltr
1605,large bottled drinks,1.79,ka,"ka sparkling strawberry 2l, pmp £1.79",2.0,ltr
1606,large bottled drinks,1.79,rubicon,"rubicon sparkling passion fruit juice drink 2l, pmp £1.79",2.0,ltr
1607,large bottled drinks,2.5,coca-cola,diet coke 3 litre,3.0,ltr
1608,large bottled drinks,2.99,fanta,fanta orange 3l,3.0,ltr
1609,large bottled drinks,2.75,fanta,fanta orange 2l,2.0,ltr
1610,large bottled drinks,2.75,sprite,sprite 2l,2.0,ltr
1611,large bottled drinks,2.75,fanta,fanta icy lemon 2l,2.0,ltr
1612,large bottled drinks,2.75,fanta,fanta fruit twist 2l,2.0,ltr
1613,large bottled drinks,2.19,schweppes,schweppes lemonade 2l,2.0,ltr
1614,large bottled drinks,2.75,lilt,lilt pineapple & grapefruit 2l,2.0,ltr
